DriverId,raceName,raceAddress,Stint_Compound_1,Stint_Laps_1,Stint_Compound_2,Stint_Laps_2,Stint_Compound_3,Stint_Laps_3,Stint_Compound_4,Stint_Laps_4,Stint_Compound_5,Stint_Laps_5,Stint_Compound_6,Stint_Laps_6,positionStart,positionFinish,raceLength,raceTurns,raceLaps,raceCondition,Year
Jolyon Palmer,Italian Grand Prix,"Viale di Vedano, 5, 20900 Monza MB, Italy",Soft,2,Medium,5,,,,,,,,,20,DNF,5.793 km,11,53,Dry,2016
Felipe Nasr,Italian Grand Prix,"Viale di Vedano, 5, 20900 Monza MB, Italy",Soft,2,Medium,2,Soft,1,Soft,1,,,,,18,DNF,5.793 km,11,53,Dry,2016
rosberg,Singapore Grand Prix,"Marina Bay, Singapore",Ultra soft,16,Soft,17,Soft,28,,,,,,,1,1,5.065 km,23,61,Dry,2016
ricciardo,Singapore Grand Prix,"Marina Bay, Singapore",Super soft,15,Super soft,17,Soft,15,Super soft,14,,,,,2,2,5.065 km,23,61,Dry,2016
hamilton,Singapore Grand Prix,"Marina Bay, Singapore",Ultra soft,15,Soft,19,Soft,11,Super soft,16,,,,,3,3,5.065 km,23,61,Dry,2016
Kimi Raikkonen,Singapore Grand Prix,"Marina Bay, Singapore",Ultra soft,17,Super soft,16,Soft,13,Ultra soft,15,,,,,5,4,5.065 km,23,61,Dry,2016
vettel,Singapore Grand Prix,"Marina Bay, Singapore",Soft,24,Ultra soft,18,Ultra soft,19,,,,,,,22,5,5.065 km,23,61,Dry,2016
Max Verstappen,Singapore Grand Prix,"Marina Bay, Singapore",Super soft,13,Super soft,14,Super soft,17,Soft,17,,,,,4,6,5.065 km,23,61,Dry,2016
alonso,Singapore Grand Prix,"Marina Bay, Singapore",Ultra soft,14,Super soft,20,Soft,27,,,,,,,9,7,5.065 km,23,61,Dry,2016
Sergio Perez,Singapore Grand Prix,"Marina Bay, Singapore",Ultra soft,1,Soft,24,Soft,36,,,,,,,17,8,5.065 km,23,61,Dry,2016
kvyat,Singapore Grand Prix,"Marina Bay, Singapore",Ultra soft,15,Super soft,22,Super soft,24,,,,,,,7,9,5.065 km,23,61,Dry,2016
kevin_magnussen,Singapore Grand Prix,"Marina Bay, Singapore",Ultra soft,17,Super soft,21,Super soft,23,,,,,,,15,10,5.065 km,23,61,Dry,2016
Esteban Gutierrez,Singapore Grand Prix,"Marina Bay, Singapore",Ultra soft,18,Ultra soft,18,Soft,24,,,,,,,13,11,5.065 km,23,61,Dry,2016
massa,Singapore Grand Prix,"Marina Bay, Singapore",Ultra soft,16,Super soft,12,Ultra soft,15,Ultra soft,17,,,,,11,12,5.065 km,23,61,Dry,2016
Felipe Nasr,Singapore Grand Prix,"Marina Bay, Singapore",Super soft,17,Super soft,18,Soft,25,,,,,,,16,13,5.065 km,23,61,Dry,2016
Carlos Sainz,Singapore Grand Prix,"Marina Bay, Singapore",Ultra soft,7,Super soft,20,Soft,21,Ultra soft,12,,,,,6,14,5.065 km,23,61,Dry,2016
Jolyon Palmer,Singapore Grand Prix,"Marina Bay, Singapore",Super soft,11,Super soft,23,Soft,26,,,,,,,18,15,5.065 km,23,61,Dry,2016
Pascal Wehrlein,Singapore Grand Prix,"Marina Bay, Singapore",Ultra soft,18,Super soft,18,Ultra soft,24,,,,,,,19,16,5.065 km,23,61,Dry,2016
ericsson,Singapore Grand Prix,"Marina Bay, Singapore",Ultra soft,8,Super soft,17,Ultra soft,11,Soft,24,,,,,14,17,5.065 km,23,61,Dry,2016
Esteban Ocon,Singapore Grand Prix,"Marina Bay, Singapore",Ultra soft,19,Ultra soft,15,Super soft,11,Super soft,14,,,,,21,18,5.065 km,23,61,Dry,2016
button,Singapore Grand Prix,"Marina Bay, Singapore",Ultra soft,1,Super soft,14,Ultra soft,12,Soft,16,,,,,12,DNF,5.065 km,23,61,Dry,2016
bottas,Singapore Grand Prix,"Marina Bay, Singapore",Ultra soft,1,Soft,14,Super soft,15,Ultra soft,2,Ultra soft,3,,,10,DNF,5.065 km,23,61,Dry,2016
ricciardo,Malaysian Grand Prix,"27, 64000 Sepang, Selangor, Malaysia",Soft,21,Hard,20,Soft,15,,,,,,,4,1,5.543 km,15,56,Dry,2016
Max Verstappen,Malaysian Grand Prix,"27, 64000 Sepang, Selangor, Malaysia",Soft,9,Soft,18,Hard,14,Soft,15,,,,,3,2,5.543 km,15,56,Dry,2016
rosberg,Malaysian Grand Prix,"27, 64000 Sepang, Selangor, Malaysia",Soft,9,Hard,22,Hard,10,Soft,15,,,,,2,3,5.543 km,15,56,Dry,2016
Kimi Raikkonen,Malaysian Grand Prix,"27, 64000 Sepang, Selangor, Malaysia",Soft,20,Hard,12,Hard,8,Soft,16,,,,,6,4,5.543 km,15,56,Dry,2016
bottas,Malaysian Grand Prix,"27, 64000 Sepang, Selangor, Malaysia",Medium,29,Hard,27,,,,,,,,,11,5,5.543 km,15,56,Dry,2016
Sergio Perez,Malaysian Grand Prix,"27, 64000 Sepang, Selangor, Malaysia",Soft,9,Medium,23,Hard,24,,,,,,,7,6,5.543 km,15,56,Dry,2016
alonso,Malaysian Grand Prix,"27, 64000 Sepang, Selangor, Malaysia",Soft,9,Hard,18,Soft,13,Soft,16,,,,,22,7,5.543 km,15,56,Dry,2016
Nico Hulkenberg,Malaysian Grand Prix,"27, 64000 Sepang, Selangor, Malaysia",Soft,9,Medium,19,Hard,12,Soft,16,,,,,8,8,5.543 km,15,56,Dry,2016
button,Malaysian Grand Prix,"27, 64000 Sepang, Selangor, Malaysia",Soft,9,Hard,28,Soft,19,,,,,,,9,9,5.543 km,15,56,Dry,2016
Jolyon Palmer,Malaysian Grand Prix,"27, 64000 Sepang, Selangor, Malaysia",Hard,31,Soft,25,,,,,,,,,19,10,5.543 km,15,56,Dry,2016
Carlos Sainz,Malaysian Grand Prix,"27, 64000 Sepang, Selangor, Malaysia",Soft,20,Hard,17,Soft,19,,,,,,,16,11,5.543 km,15,56,Dry,2016
ericsson,Malaysian Grand Prix,"27, 64000 Sepang, Selangor, Malaysia",Soft,21,Soft,16,Hard,18,,,,,,,17,12,5.543 km,15,56,Dry,2016
massa,Malaysian Grand Prix,"27, 64000 Sepang, Selangor, Malaysia",Soft,1,Hard,5,Hard,25,Medium,24,,,,,10,13,5.543 km,15,56,Dry,2016
kvyat,Malaysian Grand Prix,"27, 64000 Sepang, Selangor, Malaysia",Soft,1,Hard,28,Soft,11,Soft,15,,,,,15,14,5.543 km,15,56,Dry,2016
Pascal Wehrlein,Malaysian Grand Prix,"27, 64000 Sepang, Selangor, Malaysia",Soft,9,Hard,21,Hard,11,Soft,14,,,,,21,15,5.543 km,15,56,Dry,2016
Esteban Ocon,Malaysian Grand Prix,"27, 64000 Sepang, Selangor, Malaysia",Soft,12,Hard,19,Hard,24,,,,,,,20,16,5.543 km,15,56,Dry,2016
Felipe Nasr,Malaysian Grand Prix,"27, 64000 Sepang, Selangor, Malaysia",Medium,32,Hard,14,,,,,,,,,18,DNF,5.543 km,15,56,Dry,2016
hamilton,Malaysian Grand Prix,"27, 64000 Sepang, Selangor, Malaysia",Soft,20,Hard,20,,,,,,,,,1,DNF,5.543 km,15,56,Dry,2016
Esteban Gutierrez,Malaysian Grand Prix,"27, 64000 Sepang, Selangor, Malaysia",Soft,1,Soft,21,Hard,17,,,,,,,13,DNF,5.543 km,15,56,Dry,2016
kevin_magnussen,Malaysian Grand Prix,"27, 64000 Sepang, Selangor, Malaysia",Medium,1,Hard,16,,,,,,,,,14,DNF,5.543 km,15,56,Dry,2016
grosjean,Malaysian Grand Prix,"27, 64000 Sepang, Selangor, Malaysia",Soft,7,,,,,,,,,,,12,DNF,5.543 km,15,56,Dry,2016
vettel,Malaysian Grand Prix,"27, 64000 Sepang, Selangor, Malaysia",,,,,,,,,,,,,5,DNF,5.543 km,15,56,Dry,2016
rosberg,Japanese Grand Prix,"7995 Inoucho, Suzuka, Mie 510-0295, Japan",Soft,12,Hard,17,Hard,24,,,,,,,1,1,5.807 km,18,53,Dry,2016
Max Verstappen,Japanese Grand Prix,"7996 Inoucho, Suzuka, Mie 510-0295, Japan",Soft,10,Hard,18,Hard,25,,,,,,,3,2,5.807 km,18,53,Dry,2016
hamilton,Japanese Grand Prix,"7997 Inoucho, Suzuka, Mie 510-0295, Japan",Soft,13,Hard,20,Hard,20,,,,,,,2,3,5.807 km,18,53,Dry,2016
vettel,Japanese Grand Prix,"7998 Inoucho, Suzuka, Mie 510-0295, Japan",Soft,12,Hard,22,Soft,19,,,,,,,6,4,5.807 km,18,53,Dry,2016
Kimi Raikkonen,Japanese Grand Prix,"7999 Inoucho, Suzuka, Mie 510-0295, Japan",Soft,12,Hard,14,Hard,27,,,,,,,8,5,5.807 km,18,53,Dry,2016
ricciardo,Japanese Grand Prix,"8000 Inoucho, Suzuka, Mie 510-0295, Japan",Soft,10,Hard,22,Hard,21,,,,,,,4,6,5.807 km,18,53,Dry,2016
Sergio Perez,Japanese Grand Prix,"8001 Inoucho, Suzuka, Mie 510-0295, Japan",Soft,12,Hard,17,Medium,24,,,,,,,5,7,5.807 km,18,53,Dry,2016
Nico Hulkenberg,Japanese Grand Prix,"8002 Inoucho, Suzuka, Mie 510-0295, Japan",Soft,11,Hard,17,Medium,25,,,,,,,9,8,5.807 km,18,53,Dry,2016
massa,Japanese Grand Prix,"8003 Inoucho, Suzuka, Mie 510-0295, Japan",Medium,24,Hard,29,,,,,,,,,12,9,5.807 km,18,53,Dry,2016
bottas,Japanese Grand Prix,"8004 Inoucho, Suzuka, Mie 510-0295, Japan",Medium,26,Hard,27,,,,,,,,,11,10,5.807 km,18,53,Dry,2016
grosjean,Japanese Grand Prix,"8005 Inoucho, Suzuka, Mie 510-0295, Japan",Soft,10,Hard,20,Hard,23,,,,,,,7,11,5.807 km,18,53,Dry,2016
Jolyon Palmer,Japanese Grand Prix,"8006 Inoucho, Suzuka, Mie 510-0295, Japan",Medium,25,Hard,27,,,,,,,,,16,12,5.807 km,18,53,Dry,2016
kvyat,Japanese Grand Prix,"8007 Inoucho, Suzuka, Mie 510-0295, Japan",Soft,10,Soft,13,Hard,29,,,,,,,13,13,5.807 km,18,53,Dry,2016
kevin_magnussen,Japanese Grand Prix,"8008 Inoucho, Suzuka, Mie 510-0295, Japan",Hard,25,Medium,27,,,,,,,,,17,14,5.807 km,18,53,Dry,2016
ericsson,Japanese Grand Prix,"8009 Inoucho, Suzuka, Mie 510-0295, Japan",Medium,26,Hard,26,,,,,,,,,18,15,5.807 km,18,53,Dry,2016
alonso,Japanese Grand Prix,"8010 Inoucho, Suzuka, Mie 510-0295, Japan",Soft,9,Hard,18,Hard,25,,,,,,,15,16,5.807 km,18,53,Dry,2016
Carlos Sainz,Japanese Grand Prix,"8011 Inoucho, Suzuka, Mie 510-0295, Japan",Soft,13,Hard,24,Soft,15,,,,,,,14,17,5.807 km,18,53,Dry,2016
button,Japanese Grand Prix,"8012 Inoucho, Suzuka, Mie 510-0295, Japan",Hard,19,Soft,17,Soft,16,,,,,,,22,18,5.807 km,18,53,Dry,2016
Felipe Nasr,Japanese Grand Prix,"8013 Inoucho, Suzuka, Mie 510-0295, Japan",Hard,25,Medium,27,,,,,,,,,19,19,5.807 km,18,53,Dry,2016
Esteban Gutierrez,Japanese Grand Prix,"8014 Inoucho, Suzuka, Mie 510-0295, Japan",Soft,11,Hard,17,Hard,24,,,,,,,10,20,5.807 km,18,53,Dry,2016
Esteban Ocon,Japanese Grand Prix,"8015 Inoucho, Suzuka, Mie 510-0295, Japan",Soft,12,Hard,19,Hard,21,,,,,,,20,21,5.807 km,18,53,Dry,2016
Pascal Wehrlein,Japanese Grand Prix,"8016 Inoucho, Suzuka, Mie 510-0295, Japan",Soft,13,Hard,19,Hard,20,,,,,,,21,22,5.807 km,18,53,Dry,2016
hamilton,United States Grand Prix,"9201 Circuit of the Americas Blvd, Austin, TX 78617, United States",Soft,11,Soft,20,Medium,25,,,,,,,1,1,5.513 km,20,56,Dry,2016
rosberg,United States Grand Prix,"9202 Circuit of the Americas Blvd, Austin, TX 78617, United States",Soft,10,Medium,21,Medium,25,,,,,,,2,2,5.513 km,20,56,Dry,2016
ricciardo,United States Grand Prix,"9203 Circuit of the Americas Blvd, Austin, TX 78617, United States",Super soft,8,Soft,17,Medium,31,,,,,,,3,3,5.513 km,20,56,Dry,2016
vettel,United States Grand Prix,"9204 Circuit of the Americas Blvd, Austin, TX 78617, United States",Super soft,14,Soft,15,Medium,24,Super soft,3,,,,,6,4,5.513 km,20,56,Dry,2016
alonso,United States Grand Prix,"9205 Circuit of the Americas Blvd, Austin, TX 78617, United States",Soft,11,Medium,19,Medium,26,,,,,,,12,5,5.513 km,20,56,Dry,2016
Carlos Sainz,United States Grand Prix,"9206 Circuit of the Americas Blvd, Austin, TX 78617, United States",Super soft,11,Soft,19,Soft,26,,,,,,,10,6,5.513 km,20,56,Dry,2016
massa,United States Grand Prix,"9207 Circuit of the Americas Blvd, Austin, TX 78617, United States",Super soft,11,Soft,18,Medium,25,Super soft,1,,,,,9,7,5.513 km,20,56,Dry,2016
Sergio Perez,United States Grand Prix,"9208 Circuit of the Americas Blvd, Austin, TX 78617, United States",Super soft,10,Medium,17,Medium,28,,,,,,,11,8,5.513 km,20,56,Dry,2016
button,United States Grand Prix,"9209 Circuit of the Americas Blvd, Austin, TX 78617, United States",Super soft,10,Medium,18,Medium,27,,,,,,,19,9,5.513 km,20,56,Dry,2016
grosjean,United States Grand Prix,"9210 Circuit of the Americas Blvd, Austin, TX 78617, United States",Super soft,10,Soft,17,Medium,28,,,,,,,17,10,5.513 km,20,56,Dry,2016
kevin_magnussen,United States Grand Prix,"9211 Circuit of the Americas Blvd, Austin, TX 78617, United States",Soft,13,Soft,14,Medium,16,Super soft,12,,,,,18,11,5.513 km,20,56,Dry,2016
kvyat,United States Grand Prix,"9212 Circuit of the Americas Blvd, Austin, TX 78617, United States",Soft,21,Medium,34,,,,,,,,,13,12,5.513 km,20,56,Dry,2016
Jolyon Palmer,United States Grand Prix,"9213 Circuit of the Americas Blvd, Austin, TX 78617, United States",Soft,15,Soft,11,Medium,29,,,,,,,15,13,5.513 km,20,56,Dry,2016
ericsson,United States Grand Prix,"9214 Circuit of the Americas Blvd, Austin, TX 78617, United States",Soft,17,Medium,38,,,,,,,,,16,14,5.513 km,20,56,Dry,2016
Felipe Nasr,United States Grand Prix,"9215 Circuit of the Americas Blvd, Austin, TX 78617, United States",Medium,29,Soft,26,,,,,,,,,21,15,5.513 km,20,56,Dry,2016
bottas,United States Grand Prix,"9216 Circuit of the Americas Blvd, Austin, TX 78617, United States",Super soft,1,Soft,19,Medium,35,,,,,,,8,16,5.513 km,20,56,Dry,2016
Pascal Wehrlein,United States Grand Prix,"9217 Circuit of the Americas Blvd, Austin, TX 78617, United States",Soft,13,Medium,17,Medium,25,,,,,,,20,17,5.513 km,20,56,Dry,2016
Esteban Ocon,United States Grand Prix,"9218 Circuit of the Americas Blvd, Austin, TX 78617, United States",Medium,17,Soft,9,Soft,18,Super soft,10,,,,,22,18,5.513 km,20,56,Dry,2016
Kimi Raikkonen,United States Grand Prix,"9219 Circuit of the Americas Blvd, Austin, TX 78617, United States",Super soft,8,Soft,16,Super soft,14,,,,,,,5,DNF,5.513 km,20,56,Dry,2016
Max Verstappen,United States Grand Prix,"9220 Circuit of the Americas Blvd, Austin, TX 78617, United States",Soft,9,Soft,17,Medium,2,,,,,,,4,DNF,5.513 km,20,56,Dry,2016
Esteban Gutierrez,United States Grand Prix,"9221 Circuit of the Americas Blvd, Austin, TX 78617, United States",Soft,13,Soft,3,,,,,,,,,14,DNF,5.513 km,20,56,Dry,2016
Nico Hulkenberg,United States Grand Prix,"9222 Circuit of the Americas Blvd, Austin, TX 78617, United States",Super soft,1,,,,,,,,,,,7,DNF,5.513 km,20,56,Dry,2016
hamilton,Mexican Grand Prix,"Viad. R韔 de la Piedad S/n, Granjas M閤ico, Iztacalco, 08400 Ciudad de M閤ico, CDMX, Mexico",Soft,17,Medium,54,,,,,,,,,1,1,4.304 km,17,71,Dry,2016
rosberg,Mexican Grand Prix,"Viad. R韔 de la Piedad S/n, Granjas M閤ico, Iztacalco, 08400 Ciudad de M閤ico, CDMX, Mexico",Soft,20,Medium,51,,,,,,,,,2,2,4.304 km,17,71,Dry,2016
Max Verstappen,Mexican Grand Prix,"Viad. R韔 de la Piedad S/n, Granjas M閤ico, Iztacalco, 08400 Ciudad de M閤ico, CDMX, Mexico",Super soft,12,Medium,59,,,,,,,,,3,3,4.304 km,17,71,Dry,2016
vettel,Mexican Grand Prix,"Viad. R韔 de la Piedad S/n, Granjas M閤ico, Iztacalco, 08400 Ciudad de M閤ico, CDMX, Mexico",Soft,32,Medium,39,,,,,,,,,12,4,4.304 km,17,71,Dry,2016
ricciardo,Mexican Grand Prix,"Viad. R韔 de la Piedad S/n, Granjas M閤ico, Iztacalco, 08400 Ciudad de M閤ico, CDMX, Mexico",Super soft,1,Medium,49,Soft,21,,,,,,,7,5,4.304 km,17,71,Dry,2016
Kimi Raikkonen,Mexican Grand Prix,"Viad. R韔 de la Piedad S/n, Granjas M閤ico, Iztacalco, 08400 Ciudad de M閤ico, CDMX, Mexico",Soft,20,Medium,25,Medium,26,,,,,,,10,6,4.304 km,17,71,Dry,2016
Nico Hulkenberg,Mexican Grand Prix,"Viad. R韔 de la Piedad S/n, Granjas M閤ico, Iztacalco, 08400 Ciudad de M閤ico, CDMX, Mexico",Super soft,14,Medium,57,,,,,,,,,5,7,4.304 km,17,71,Dry,2016
bottas,Mexican Grand Prix,"Viad. R韔 de la Piedad S/n, Granjas M閤ico, Iztacalco, 08400 Ciudad de M閤ico, CDMX, Mexico",Super soft,19,Medium,52,,,,,,,,,4,8,4.304 km,17,71,Dry,2016
massa,Mexican Grand Prix,"Viad. R韔 de la Piedad S/n, Granjas M閤ico, Iztacalco, 08400 Ciudad de M閤ico, CDMX, Mexico",Super soft,14,Medium,57,,,,,,,,,19,9,4.304 km,17,71,Dry,2016
Sergio Perez,Mexican Grand Prix,"Viad. R韔 de la Piedad S/n, Granjas M閤ico, Iztacalco, 08400 Ciudad de M閤ico, CDMX, Mexico",Soft,20,Medium,51,,,,,,,,,11,10,4.304 km,17,71,Dry,2016
ericsson,Mexican Grand Prix,"Viad. R韔 de la Piedad S/n, Granjas M閤ico, Iztacalco, 08400 Ciudad de M閤ico, CDMX, Mexico",Soft,1,Medium,69,,,,,,,,,8,11,4.304 km,17,71,Dry,2016
button,Mexican Grand Prix,"Viad. R韔 de la Piedad S/n, Granjas M閤ico, Iztacalco, 08400 Ciudad de M閤ico, CDMX, Mexico",Soft,17,Medium,53,,,,,,,,,20,12,4.304 km,17,71,Dry,2016
alonso,Mexican Grand Prix,"Viad. R韔 de la Piedad S/n, Granjas M閤ico, Iztacalco, 08400 Ciudad de M閤ico, CDMX, Mexico",Soft,16,Medium,29,Soft,25,,,,,,,18,13,4.304 km,17,71,Dry,2016
Jolyon Palmer,Mexican Grand Prix,"Viad. R韔 de la Piedad S/n, Granjas M閤ico, Iztacalco, 08400 Ciudad de M閤ico, CDMX, Mexico",Super soft,1,Medium,69,,,,,,,,,14,14,4.304 km,17,71,Dry,2016
Carlos Sainz Jnr,Mexican Grand Prix,"Viad. R韔 de la Piedad S/n, Granjas M閤ico, Iztacalco, 08400 Ciudad de M閤ico, CDMX, Mexico",Super soft,12,Medium,58,,,,,,,,,16,15,4.304 km,17,71,Dry,2016
Felipe Nasr,Mexican Grand Prix,"Viad. R韔 de la Piedad S/n, Granjas M閤ico, Iztacalco, 08400 Ciudad de M閤ico, CDMX, Mexico",Medium,49,Super soft,21,,,,,,,,,13,16,4.304 km,17,71,Dry,2016
kvyat,Mexican Grand Prix,"Viad. R韔 de la Piedad S/n, Granjas M閤ico, Iztacalco, 08400 Ciudad de M閤ico, CDMX, Mexico",Soft,13,Soft,34,Super soft,23,,,,,,,17,17,4.304 km,17,71,Dry,2016
kevin_magnussen,Mexican Grand Prix,"Viad. R韔 de la Piedad S/n, Granjas M閤ico, Iztacalco, 08400 Ciudad de M閤ico, CDMX, Mexico",Soft,12,Medium,39,Super soft,19,,,,,,,9,18,4.304 km,17,71,Dry,2016
Esteban Gutierrez,Mexican Grand Prix,"Viad. R韔 de la Piedad S/n, Granjas M閤ico, Iztacalco, 08400 Ciudad de M閤ico, CDMX, Mexico",Soft,12,Medium,36,Soft,22,,,,,,,21,19,4.304 km,17,71,Dry,2016
grosjean,Mexican Grand Prix,"Viad. R韔 de la Piedad S/n, Granjas M閤ico, Iztacalco, 08400 Ciudad de M閤ico, CDMX, Mexico",Soft,11,Medium,39,Soft,20,,,,,,,6,20,4.304 km,17,71,Dry,2016
Esteban Ocon,Mexican Grand Prix,"Viad. R韔 de la Piedad S/n, Granjas M閤ico, Iztacalco, 08400 Ciudad de M閤ico, CDMX, Mexico",Soft,15,Medium,54,,,,,,,,,15,21,4.304 km,17,71,Dry,2016
Pascal Wehrlein,Mexican Grand Prix,"Viad. R韔 de la Piedad S/n, Granjas M閤ico, Iztacalco, 08400 Ciudad de M閤ico, CDMX, Mexico",,,,,,,,,,,,,16,DNF,4.304 km,17,71,Dry,2016
hamilton,Brazilian Grand Prix,"Av. Sen. Teot么nio Vilela, 261 - Interlagos, S茫o Paulo - SP, 04801-010, Brazil",Wet,20,Wet,8,Wet,43,,,,,,,1,1,4.309 km,15,71,Wet,2016
rosberg,Brazilian Grand Prix,"Av. Sen. Teot么nio Vilela, 261 - Interlagos, S茫o Paulo - SP, 04801-010, Brazil",Wet,20,Wet,8,Wet,43,,,,,,,2,2,4.309 km,15,71,Wet,2016
Max Verstappen,Brazilian Grand Prix,"Av. Sen. Teot么nio Vilela, 261 - Interlagos, S茫o Paulo - SP, 04801-010, Brazil",Wet,13,Intermediate,7,Wet,8,Wet,15,Intermediate,11,Wet,17,3,3,4.309 km,15,71,Wet,2016
Sergio Perez,Brazilian Grand Prix,"Av. Sen. Teot么nio Vilela, 261 - Interlagos, S茫o Paulo - SP, 04801-010, Brazil",Wet,20,Wet,8,Wet,43,,,,,,,9,4,4.309 km,15,71,Wet,2016
vettel,Brazilian Grand Prix,"Av. Sen. Teot么nio Vilela, 261 - Interlagos, S茫o Paulo - SP, 04801-010, Brazil",Wet,10,Intermediate,10,Wet,8,Wet,43,,,,,5,5,4.309 km,15,71,Wet,2016
Carlos Sainz,Brazilian Grand Prix,"Av. Sen. Teot么nio Vilela, 261 - Interlagos, S茫o Paulo - SP, 04801-010, Brazil",Wet,20,Wet,8,Wet,43,,,,,,,15,6,4.309 km,15,71,Wet,2016
Nico Hulkenberg,Brazilian Grand Prix,"Av. Sen. Teot么nio Vilela, 261 - Interlagos, S茫o Paulo - SP, 04801-010, Brazil",Wet,20,Wet,2,Wet,6,Wet,43,,,,,8,7,4.309 km,15,71,Wet,2016
ricciardo,Brazilian Grand Prix,"Av. Sen. Teot么nio Vilela, 261 - Interlagos, S茫o Paulo - SP, 04801-010, Brazil",Wet,13,Intermediate,7,Wet,8,Wet,12,Intermediate,12,Wet,19,6,8,4.309 km,15,71,Wet,2016
Felipe Nasr,Brazilian Grand Prix,"Av. Sen. Teot么nio Vilela, 261 - Interlagos, S茫o Paulo - SP, 04801-010, Brazil",Wet,20,Wet,8,Wet,43,,,,,,,21,9,4.309 km,15,71,Wet,2016
alonso,Brazilian Grand Prix,"Av. Sen. Teot么nio Vilela, 261 - Interlagos, S茫o Paulo - SP, 04801-010, Brazil",Wet,9,Intermediate,11,Wet,8,Wet,43,,,,,10,10,4.309 km,15,71,Wet,2016
bottas,Brazilian Grand Prix,"Av. Sen. Teot么nio Vilela, 261 - Interlagos, S茫o Paulo - SP, 04801-010, Brazil",Wet,9,Intermediate,11,Wet,8,Wet,10,Intermediate,33,,,11,11,4.309 km,15,71,Wet,2016
Esteban Ocon,Brazilian Grand Prix,"Av. Sen. Teot么nio Vilela, 261 - Interlagos, S茫o Paulo - SP, 04801-010, Brazil",Wet,20,Wet,8,Wet,43,,,,,,,22,12,4.309 km,15,71,Wet,2016
kvyat,Brazilian Grand Prix,"Av. Sen. Teot么nio Vilela, 261 - Interlagos, S茫o Paulo - SP, 04801-010, Brazil",Wet,9,Intermediate,8,Intermediate,3,Wet,8,Wet,43,,,14,13,4.309 km,15,71,Wet,2016
kevin_magnussen,Brazilian Grand Prix,"Av. Sen. Teot么nio Vilela, 261 - Interlagos, S茫o Paulo - SP, 04801-010, Brazil",Wet,7,Intermediate,13,Wet,8,Wet,13,Intermediate,30,,,18,14,4.309 km,15,71,Wet,2016
Pascal Wehrlein,Brazilian Grand Prix,"Av. Sen. Teot么nio Vilela, 261 - Interlagos, S茫o Paulo - SP, 04801-010, Brazil",Wet,20,Wet,8,Wet,24,Wet,19,,,,,19,15,4.309 km,15,71,Wet,2016
button,Brazilian Grand Prix,"Av. Sen. Teot么nio Vilela, 261 - Interlagos, S茫o Paulo - SP, 04801-010, Brazil",Wet,8,Intermediate,12,Wet,8,Wet,6,Intermediate,10,Wet,27,17,16,4.309 km,15,71,Wet,2016
Esteban Gutierrez,Brazilian Grand Prix,"Av. Sen. Teot么nio Vilela, 261 - Interlagos, S茫o Paulo - SP, 04801-010, Brazil",Wet,12,Intermediate,8,Wet,8,Wet,32,,,,,17,DNF,4.309 km,15,71,Wet,2016
massa,Brazilian Grand Prix,"Av. Sen. Teot么nio Vilela, 261 - Interlagos, S茫o Paulo - SP, 04801-010, Brazil",Wet,9,Intermediate,11,Wet,8,Wet,3,Intermediate,15,,,13,DNF,4.309 km,15,71,Wet,2016
Jolyon Palmer,Brazilian Grand Prix,"Av. Sen. Teot么nio Vilela, 261 - Interlagos, S茫o Paulo - SP, 04801-010, Brazil",Wet,9,Intermediate,8,Wet,3,,,,,,,16,DNF,4.309 km,15,71,Wet,2016
Kimi Raikkonen,Brazilian Grand Prix,"Av. Sen. Teot么nio Vilela, 261 - Interlagos, S茫o Paulo - SP, 04801-010, Brazil",Wet,19,,,,,,,,,,,3,DNF,4.309 km,15,71,Wet,2016
ericsson,Brazilian Grand Prix,"Av. Sen. Teot么nio Vilela, 261 - Interlagos, S茫o Paulo - SP, 04801-010, Brazil",Wet,9,Intermediate,2,,,,,,,,,20,DNF,4.309 km,15,71,Wet,2016
hamilton,Abu Dhabi Grand Prix,Yas Marina Circuit - Yas Island - Abu Dhabi - United Arab Emirates,Ultra soft,7,Soft,21,Soft,27,,,,,,,1,1,5.554 km,21,55,Dry,2016
rosberg,Abu Dhabi Grand Prix,Yas Marina Circuit - Yas Island - Abu Dhabi - United Arab Emirates,Ultra soft,8,Soft,21,Soft,26,,,,,,,2,2,5.554 km,21,55,Dry,2016
vettel,Abu Dhabi Grand Prix,Yas Marina Circuit - Yas Island - Abu Dhabi - United Arab Emirates,Ultra soft,8,Soft,29,Super soft,18,,,,,,,5,3,5.554 km,21,55,Dry,2016
Max Verstappen,Abu Dhabi Grand Prix,Yas Marina Circuit - Yas Island - Abu Dhabi - United Arab Emirates,Super soft,21,Soft,34,,,,,,,,,6,4,5.554 km,21,55,Dry,2016
ricciardo,Abu Dhabi Grand Prix,Yas Marina Circuit - Yas Island - Abu Dhabi - United Arab Emirates,Super soft,9,Soft,15,Soft,31,,,,,,,3,5,5.554 km,21,55,Dry,2016
Kimi Raikkonen,Abu Dhabi Grand Prix,Yas Marina Circuit - Yas Island - Abu Dhabi - United Arab Emirates,Ultra soft,7,Soft,18,Soft,30,,,,,,,4,6,5.554 km,21,55,Dry,2016
Nico Hulkenberg,Abu Dhabi Grand Prix,Yas Marina Circuit - Yas Island - Abu Dhabi - United Arab Emirates,Ultra soft,8,Soft,18,Soft,29,,,,,,,7,7,5.554 km,21,55,Dry,2016
