DriverId,raceName,raceAddress,Stint_Compound_1,Stint_Laps_1,Stint_Compound_2,Stint_Laps_2,Stint_Compound_3,Stint_Laps_3,Stint_Compound_4,Stint_Laps_4,Stint_Compound_5,Stint_Laps_5,Stint_Compound_6,Stint_Laps_6,positionStart,positionFinish,raceLength,raceTurns,raceLaps,raceCondition,Year
alonso,Monaco Grand Prix,"14 Bd Albert 1er, 98000 Monaco",Super soft,26,Soft,52,,,,,,,,,5,4,3.340 km,19,78,Dry,2014
Nico Hulkenberg,Monaco Grand Prix,"15 Bd Albert 1er, 98000 Monaco",Soft,26,Super soft,51,,,,,,,,,11,5,3.340 km,19,78,Dry,2014
button,Monaco Grand Prix,"16 Bd Albert 1er, 98000 Monaco",Super soft,25,Soft,52,,,,,,,,,12,6,3.340 km,19,78,Dry,2014
massa,Monaco Grand Prix,"17 Bd Albert 1er, 98000 Monaco",Super soft,45,Soft,32,,,,,,,,,16,7,3.340 km,19,78,Dry,2014
grosjean,Monaco Grand Prix,"18 Bd Albert 1er, 98000 Monaco",Super soft,1,Soft,22,Super soft,54,,,,,,,14,8,3.340 km,19,78,Dry,2014
jules_bianchi,Monaco Grand Prix,"19 Bd Albert 1er, 98000 Monaco",Soft,25,Super soft,52,,,,,,,,,21,9,3.340 km,19,78,Dry,2014
kevin_magnussen,Monaco Grand Prix,"20 Bd Albert 1er, 98000 Monaco",Super soft,26,Soft,51,,,,,,,,,8,10,3.340 km,19,78,Dry,2014
ericsson,Monaco Grand Prix,"21 Bd Albert 1er, 98000 Monaco",Soft,25,Super soft,26,Super soft,26,,,,,,,PIT,11,3.340 km,19,78,Dry,2014
Kimi Raikkonen,Monaco Grand Prix,"22 Bd Albert 1er, 98000 Monaco",Super soft,26,Soft,2,Soft,45,Super soft,4,,,,,6,12,3.340 km,19,78,Dry,2014
kobayashi,Monaco Grand Prix,"23 Bd Albert 1er, 98000 Monaco",Super soft,25,Soft,37,Super soft,13,,,,,,,20,13,3.340 km,19,78,Dry,2014
chilton,Monaco Grand Prix,"24 Bd Albert 1er, 98000 Monaco",Soft,24,Super soft,3,Super soft,39,Super soft,9,,,,,19,14,3.340 km,19,78,Dry,2014
Esteban Gutierrez,Monaco Grand Prix,"25 Bd Albert 1er, 98000 Monaco",Super soft,25,Soft,34,,,,,,,,,17,DNF,3.340 km,19,78,Dry,2014
bottas,Monaco Grand Prix,"26 Bd Albert 1er, 98000 Monaco",Super soft,26,Soft,29,,,,,,,,,13,DNF,3.340 km,19,78,Dry,2014
Jean-Eric Vergne,Monaco Grand Prix,"27 Bd Albert 1er, 98000 Monaco",Super soft,26,Soft,24,,,,,,,,,7,DNF,3.340 km,19,78,Dry,2014
sutil,Monaco Grand Prix,"28 Bd Albert 1er, 98000 Monaco",Soft,1,Super soft,22,,,,,,,,,18,DNF,3.340 km,19,78,Dry,2014
kvyat,Monaco Grand Prix,"29 Bd Albert 1er, 98000 Monaco",Super soft,10,,,,,,,,,,,9,DNF,3.340 km,19,78,Dry,2014
vettel,Monaco Grand Prix,"30 Bd Albert 1er, 98000 Monaco",Super soft,4,Soft,1,,,,,,,,,4,DNF,3.340 km,19,78,Dry,2014
maldonado,Monaco Grand Prix,"31 Bd Albert 1er, 98000 Monaco",Soft,0,,,,,,,,,,,15,DNF,3.340 km,19,78,Dry,2014
Sergio Perez,Monaco Grand Prix,"32 Bd Albert 1er, 98000 Monaco",Super soft,0,,,,,,,,,,,10,DNF,3.340 km,19,78,Dry,2014
hamilton,Russian Grand Prix,"Triumfalnaya St, 26, ??????, Krasnodar Krai, Russia, 354340",Soft,27,Medium,26,,,,,,,,,1,1,5.848 km,19,53,Dry,2014
rosberg,Russian Grand Prix,"Triumfalnaya St, 26, ??????, Krasnodar Krai, Russia, 354341",Soft,1,Medium,52,,,,,,,,,2,2,5.848 km,19,53,Dry,2014
bottas,Russian Grand Prix,"Triumfalnaya St, 26, ??????, Krasnodar Krai, Russia, 354342",Soft,26,Medium,27,,,,,,,,,3,3,5.848 km,19,53,Dry,2014
button,Russian Grand Prix,"Triumfalnaya St, 26, ??????, Krasnodar Krai, Russia, 354343",Soft,22,Medium,31,,,,,,,,,4,4,5.848 km,19,53,Dry,2014
kevin_magnussen,Russian Grand Prix,"Triumfalnaya St, 26, ??????, Krasnodar Krai, Russia, 354344",Soft,26,Medium,27,,,,,,,,,11,5,5.848 km,19,53,Dry,2014
alonso,Russian Grand Prix,"Triumfalnaya St, 26, ??????, Krasnodar Krai, Russia, 354345",Soft,25,Medium,28,,,,,,,,,7,6,5.848 km,19,53,Dry,2014
ricciardo,Russian Grand Prix,"Triumfalnaya St, 26, ??????, Krasnodar Krai, Russia, 354346",Soft,11,Medium,42,,,,,,,,,6,7,5.848 km,19,53,Dry,2014
vettel,Russian Grand Prix,"Triumfalnaya St, 26, ??????, Krasnodar Krai, Russia, 354347",Soft,30,Medium,23,,,,,,,,,10,8,5.848 km,19,53,Dry,2014
Kimi Raikkonen,Russian Grand Prix,"Triumfalnaya St, 26, ??????, Krasnodar Krai, Russia, 354348",Soft,26,Medium,27,,,,,,,,,8,9,5.848 km,19,53,Dry,2014
Sergio Perez,Russian Grand Prix,"Triumfalnaya St, 26, ??????, Krasnodar Krai, Russia, 354349",Medium,25,Soft,28,,,,,,,,,12,10,5.848 km,19,53,Dry,2014
massa,Russian Grand Prix,"Triumfalnaya St, 26, ??????, Krasnodar Krai, Russia, 354350",Medium,1,Soft,26,Soft,26,,,,,,,18,11,5.848 km,19,53,Dry,2014
Nico Hulkenberg,Russian Grand Prix,"Triumfalnaya St, 26, ??????, Krasnodar Krai, Russia, 354351",Medium,24,Soft,29,,,,,,,,,17,12,5.848 km,19,53,Dry,2014
Jean-Eric Vergne,Russian Grand Prix,"Triumfalnaya St, 26, ??????, Krasnodar Krai, Russia, 354352",Soft,23,Medium,30,,,,,,,,,9,13,5.848 km,19,53,Dry,2014
kvyat,Russian Grand Prix,"Triumfalnaya St, 26, ??????, Krasnodar Krai, Russia, 354353",Soft,20,Medium,17,Soft,15,,,,,,,5,14,5.848 km,19,53,Dry,2014
Esteban Gutierrez,Russian Grand Prix,"Triumfalnaya St, 26, ??????, Krasnodar Krai, Russia, 354354",Soft,39,Medium,13,,,,,,,,,13,15,5.848 km,19,53,Dry,2014
sutil,Russian Grand Prix,"Triumfalnaya St, 26, ??????, Krasnodar Krai, Russia, 354355",Medium,12,Soft,40,,,,,,,,,14,16,5.848 km,19,53,Dry,2014
grosjean,Russian Grand Prix,"Triumfalnaya St, 26, ??????, Krasnodar Krai, Russia, 354356",Soft,20,Medium,32,,,,,,,,,15,17,5.848 km,19,53,Dry,2014
maldonado,Russian Grand Prix,"Triumfalnaya St, 26, ??????, Krasnodar Krai, Russia, 354357",Medium,21,Soft,31,,,,,,,,,21,18,5.848 km,19,53,Dry,2014
ericsson,Russian Grand Prix,"Triumfalnaya St, 26, ??????, Krasnodar Krai, Russia, 354358",Soft,27,Medium,16,Soft,8,,,,,,,16,19,5.848 km,19,53,Dry,2014
kobayashi,Russian Grand Prix,"Triumfalnaya St, 26, ??????, Krasnodar Krai, Russia, 354359",Medium,21,,,,,,,,,,,19,DNF,5.848 km,19,53,Dry,2014
chilton,Russian Grand Prix,"Triumfalnaya St, 26, ??????, Krasnodar Krai, Russia, 354360",Medium,4,Soft,5,,,,,,,,,20,DNF,5.848 km,19,53,Dry,2014
hamilton,Singapore Grand Prix,"Marina Bay, Singapore",Super soft,13,Super soft,13,Super Soft,26,Soft,8,,,,,1,1,5.065 km,23,61,Dry,2014
vettel,Singapore Grand Prix,"Marina Bay, Singapore",Super soft,12,Super soft,13,Soft,35,,,,,,,4,2,5.065 km,23,61,Dry,2014
ricciardo,Singapore Grand Prix,"Marina Bay, Singapore",Super soft,12,Super soft,15,Soft,33,,,,,,,3,3,5.065 km,23,61,Dry,2014
alonso,Singapore Grand Prix,"Marina Bay, Singapore",Super soft,12,Super soft,12,Super soft,7,Soft,29,,,,,5,4,5.065 km,23,61,Dry,2014
massa,Singapore Grand Prix,"Marina Bay, Singapore",Super soft,10,Super soft,12,Soft,38,,,,,,,6,5,5.065 km,23,61,Dry,2014
Jean-Eric Vergne,Singapore Grand Prix,"Marina Bay, Singapore",Super soft,11,Super soft,13,Super soft,20,Soft,16,,,,,12,6,5.065 km,23,61,Dry,2014
Sergio Perez,Singapore Grand Prix,"Marina Bay, Singapore",Super soft,15,Soft,14,Super soft,1,Soft,14,Super soft,16,,,15,7,5.065 km,23,61,Dry,2014
Kimi Raikkonen,Singapore Grand Prix,"Marina Bay, Singapore",Super soft,11,Super soft,14,Super soft,6,Soft,29,,,,,7,8,5.065 km,23,61,Dry,2014
Nico Hulkenberg,Singapore Grand Prix,"Marina Bay, Singapore",Super soft,9,Super soft,16,Soft,6,Soft,29,,,,,13,9,5.065 km,23,61,Dry,2014
kevin_magnussen,Singapore Grand Prix,"Marina Bay, Singapore",Super soft,13,Soft,13,Super soft,20,Super soft,14,,,,,9,10,5.065 km,23,61,Dry,2014
bottas,Singapore Grand Prix,"Marina Bay, Singapore",Super soft,11,Super soft,12,Soft,37,,,,,,,8,11,5.065 km,23,61,Dry,2014
maldonado,Singapore Grand Prix,"Marina Bay, Singapore",Super soft,11,Super soft,12,Super soft,7,Super soft,1,Soft,29,,,18,12,5.065 km,23,61,Dry,2014
grosjean,Singapore Grand Prix,"Marina Bay, Singapore",Super soft,10,Super soft,12,Super soft,8,Soft,30,,,,,16,13,5.065 km,23,61,Dry,2014
kvyat,Singapore Grand Prix,"Marina Bay, Singapore",Super soft,10,Soft,13,Super soft,20,Soft,17,,,,,10,14,5.065 km,23,61,Dry,2014
ericsson,Singapore Grand Prix,"Marina Bay, Singapore",Super soft,12,Super soft,18,Soft,30,,,,,,,22,15,5.065 km,23,61,Dry,2014
jules_bianchi,Singapore Grand Prix,"Marina Bay, Singapore",Super soft,15,Super soft,15,Soft,15,Super soft,15,,,,,19,16,5.065 km,23,61,Dry,2014
chilton,Singapore Grand Prix,"Marina Bay, Singapore",Super soft,16,Super soft,2,Soft,23,Super soft,18,,,,,21,17,5.065 km,23,61,Dry,2014
button,Singapore Grand Prix,"Marina Bay, Singapore",Super soft,14,Soft,17,Soft,21,,,,,,,11,DNF,5.065 km,23,61,Dry,2014
sutil,Singapore Grand Prix,"Marina Bay, Singapore",Super soft,8,Super soft,16,Soft,7,Super soft,9,,,,,17,DNF,5.065 km,23,61,Dry,2014
Esteban Gutierrez,Singapore Grand Prix,"Marina Bay, Singapore",Super soft,15,Soft,2,,,,,,,,,14,DNF,5.065 km,23,61,Dry,2014
rosberg,Singapore Grand Prix,"Marina Bay, Singapore",Super soft,13,,,,,,,,,,,2,DNF,5.065 km,23,61,Dry,2014
kobayashi,Singapore Grand Prix,"Marina Bay, Singapore",,,,,,,,,,,,,20,DNF,5.065 km,23,61,Dry,2014
hamilton,Spanish Grand Prix,"Carrer Mas Moreneta, s/n, 08160, Barcelona, Spain",Medium,18,Medium,25,Hard,23,,,,,,,1,1,4.655 km,16,66,Dry,2014
rosberg,Spanish Grand Prix,"Carrer Mas Moreneta, s/n, 08160, Barcelona, Spain",Medium,21,Hard,24,Medium,21,,,,,,,2,2,4.655 km,16,66,Dry,2014
ricciardo,Spanish Grand Prix,"Carrer Mas Moreneta, s/n, 08160, Barcelona, Spain",Medium,14,Medium,31,Hard,21,,,,,,,3,3,4.655 km,16,66,Dry,2014
vettel,Spanish Grand Prix,"Carrer Mas Moreneta, s/n, 08160, Barcelona, Spain",Medium,12,Hard,21,Medium,19,Medium,14,,,,,15,4,4.655 km,16,66,Dry,2014
bottas,Spanish Grand Prix,"Carrer Mas Moreneta, s/n, 08160, Barcelona, Spain",Medium,20,Medium,25,Hard,21,,,,,,,4,5,4.655 km,16,66,Dry,2014
alonso,Spanish Grand Prix,"Carrer Mas Moreneta, s/n, 08160, Barcelona, Spain",Medium,16,Medium,19,Hard,18,Medium,13,,,,,7,6,4.655 km,16,66,Dry,2014
Kimi Raikkonen,Spanish Grand Prix,"Carrer Mas Moreneta, s/n, 08160, Barcelona, Spain",Medium,17,Medium,26,Hard,22,,,,,,,6,7,4.655 km,16,66,Dry,2014
grosjean,Spanish Grand Prix,"Carrer Mas Moreneta, s/n, 08160, Barcelona, Spain",Medium,15,Medium,19,Hard,31,,,,,,,7,8,4.655 km,16,66,Dry,2014
Sergio Perez,Spanish Grand Prix,"Carrer Mas Moreneta, s/n, 08160, Barcelona, Spain",Medium,18,Hard,19,Medium,28,,,,,,,11,9,4.655 km,16,66,Dry,2014
Nico Hulkenberg,Spanish Grand Prix,"Carrer Mas Moreneta, s/n, 08160, Barcelona, Spain",Medium,17,Medium,19,Hard,29,,,,,,,10,10,4.655 km,16,66,Dry,2014
button,Spanish Grand Prix,"Carrer Mas Moreneta, s/n, 08160, Barcelona, Spain",Medium,17,Medium,19,Hard,29,,,,,,,8,11,4.655 km,16,66,Dry,2014
kevin_magnussen,Spanish Grand Prix,"Carrer Mas Moreneta, s/n, 08160, Barcelona, Spain",Medium,19,Medium,22,Hard,24,,,,,,,14,12,4.655 km,16,66,Dry,2014
massa,Spanish Grand Prix,"Carrer Mas Moreneta, s/n, 08160, Barcelona, Spain",Medium,15,Medium,13,Hard,18,Hard,19,,,,,9,13,4.655 km,16,66,Dry,2014
kvyat,Spanish Grand Prix,"Carrer Mas Moreneta, s/n, 08160, Barcelona, Spain",Medium,18,Medium,18,Hard,17,Medium,12,,,,,12,14,4.655 km,16,66,Dry,2014
maldonado,Spanish Grand Prix,"Carrer Mas Moreneta, s/n, 08160, Barcelona, Spain",Medium,15,Medium,22,Hard,28,,,,,,,22,15,4.655 km,16,66,Dry,2014
Esteban Gutierrez,Spanish Grand Prix,"Carrer Mas Moreneta, s/n, 08160, Barcelona, Spain",Medium,18,Medium,18,Hard,16,Medium,13,,,,,13,16,4.655 km,16,66,Dry,2014
sutil,Spanish Grand Prix,"Carrer Mas Moreneta, s/n, 08160, Barcelona, Spain",Medium,17,Medium,18,Hard,30,,,,,,,16,17,4.655 km,16,66,Dry,2014
jules_bianchi,Spanish Grand Prix,"Carrer Mas Moreneta, s/n, 08160, Barcelona, Spain",Medium,21,Medium,20,Hard,23,,,,,,,18,18,4.655 km,16,66,Dry,2014
chilton,Spanish Grand Prix,"Carrer Mas Moreneta, s/n, 08160, Barcelona, Spain",Medium,17,Medium,14,Medium,11,Hard,22,,,,,17,19,4.655 km,16,66,Dry,2014
ericsson,Spanish Grand Prix,"Carrer Mas Moreneta, s/n, 08160, Barcelona, Spain",Medium,18,Medium,22,Hard,24,,,,,,,19,20,4.655 km,16,66,Dry,2014
kobayashi,Spanish Grand Prix,"Carrer Mas Moreneta, s/n, 08160, Barcelona, Spain",Medium,23,Medium,11,,,,,,,,,20,DNF,4.655 km,16,66,Dry,2014
Jean-Eric Vergne,Spanish Grand Prix,"Carrer Mas Moreneta, s/n, 08160, Barcelona, Spain",Hard,16,Medium,8,,,,,,,,,21,DNF,4.655 km,16,66,Dry,2014
hamilton,United States Grand Prix,"9201 Circuit of the Americas Blvd, Austin, TX 78617, United States",Soft,16,Medium,17,Medium,23,,,,,,,2,1,5.513 km,20,56,Dry,2014
rosberg,United States Grand Prix,"9202 Circuit of the Americas Blvd, Austin, TX 78617, United States",Soft,15,Medium,19,Medium,22,,,,,,,1,2,5.513 km,20,56,Dry,2014
ricciardo,United States Grand Prix,"9203 Circuit of the Americas Blvd, Austin, TX 78617, United States",Soft,14,Medium,17,Medium,25,,,,,,,5,3,5.513 km,20,56,Dry,2014
massa,United States Grand Prix,"9204 Circuit of the Americas Blvd, Austin, TX 78617, United States",Soft,14,Soft,18,Medium,24,,,,,,,4,4,5.513 km,20,56,Dry,2014
bottas,United States Grand Prix,"9205 Circuit of the Americas Blvd, Austin, TX 78617, United States",Soft,15,Soft,15,Medium,26,,,,,,,3,5,5.513 km,20,56,Dry,2014
alonso,United States Grand Prix,"9206 Circuit of the Americas Blvd, Austin, TX 78617, United States",Soft,16,Medium,27,Soft,13,,,,,,,6,6,5.513 km,20,56,Dry,2014
vettel,United States Grand Prix,"9207 Circuit of the Americas Blvd, Austin, TX 78617, United States",Medium,1,Soft,1,Medium,24,Medium,22,Soft,8,,,PIT,7,5.513 km,20,56,Dry,2014
kevin_magnussen,United States Grand Prix,"9208 Circuit of the Americas Blvd, Austin, TX 78617, United States",Soft,1,Medium,26,Medium,29,,,,,,,7,8,5.513 km,20,56,Dry,2014
Jean-Eric Vergne,United States Grand Prix,"9209 Circuit of the Americas Blvd, Austin, TX 78617, United States",Soft,15,Soft,14,Medium,27,,,,,,,14,9,5.513 km,20,56,Dry,2014
maldonado,United States Grand Prix,"9210 Circuit of the Americas Blvd, Austin, TX 78617, United States",Soft,15,Medium,20,Medium,21,,,,,,,10,10,5.513 km,20,56,Dry,2014
grosjean,United States Grand Prix,"9211 Circuit of the Americas Blvd, Austin, TX 78617, United States",Soft,16,Soft,13,Medium,26,,,,,,,16,11,5.513 km,20,56,Dry,2014
button,United States Grand Prix,"9212 Circuit of the Americas Blvd, Austin, TX 78617, United States",Soft,1,Medium,27,Medium,27,,,,,,,12,12,5.513 km,20,56,Dry,2014
Kimi Raikkonen,United States Grand Prix,"9213 Circuit of the Americas Blvd, Austin, TX 78617, United States",Soft,17,Medium,25,Soft,10,Soft,3,,,,,8,13,5.513 km,20,56,Dry,2014
Esteban Gutierrez,United States Grand Prix,"9214 Circuit of the Americas Blvd, Austin, TX 78617, United States",Soft,1,Medium,19,Medium,20,Soft,15,,,,,15,14,5.513 km,20,56,Dry,2014
kvyat,United States Grand Prix,"9215 Circuit of the Americas Blvd, Austin, TX 78617, United States",Medium,21,Medium,20,Soft,10,Soft,4,,,,,17,15,5.513 km,20,56,Dry,2014
Nico Hulkenberg,United States Grand Prix,"9216 Circuit of the Americas Blvd, Austin, TX 78617, United States",Medium,1,Medium,15,,,,,,,,,13,DNF,5.513 km,20,56,Dry,2014
Sergio Perez,United States Grand Prix,"9217 Circuit of the Americas Blvd, Austin, TX 78617, United States",Soft,1,,,,,,,,,,,11,DNF,5.513 km,20,56,Dry,2014
sutil,United States Grand Prix,"9218 Circuit of the Americas Blvd, Austin, TX 78617, United States",,,,,,,,,,,,,9,DNF,5.513 km,20,56,Dry,2014
hamilton,Australian Grand Prix,"12 Aughtie Dr, Albert Park VIC 3206, Australia",Soft,25,Medium,33,,,,,,,,,1,1,5.554 km,21,55,Dry,2015
rosberg,Australian Grand Prix,"12 Aughtie Dr, Albert Park VIC 3206, Australia",Soft,26,Medium,32,,,,,,,,,2,2,5.554 km,21,55,Dry,2015
vettel,Australian Grand Prix,"12 Aughtie Dr, Albert Park VIC 3206, Australia",Soft,24,Medium,34,,,,,,,,,4,3,5.554 km,21,55,Dry,2015
massa,Australian Grand Prix,"12 Aughtie Dr, Albert Park VIC 3206, Australia",Soft,21,Medium,37,,,,,,,,,3,4,5.554 km,21,55,Dry,2015
Felipe Nasr,Australian Grand Prix,"12 Aughtie Dr, Albert Park VIC 3206, Australia",Soft,25,Medium,33,,,,,,,,,10,5,5.554 km,21,55,Dry,2015
ricciardo,Australian Grand Prix,"12 Aughtie Dr, Albert Park VIC 3206, Australia",Soft,23,Medium,34,,,,,,,,,6,6,5.554 km,21,55,Dry,2015
Nico Hulkenberg,Australian Grand Prix,"12 Aughtie Dr, Albert Park VIC 3206, Australia",Soft,21,Medium,23,Soft,13,,,,,,,13,7,5.554 km,21,55,Dry,2015
ericsson,Australian Grand Prix,"12 Aughtie Dr, Albert Park VIC 3206, Australia",Medium,1,Soft,25,Soft,17,Soft,14,,,,,15,8,5.554 km,21,55,Dry,2015
Carlos Sainz,Australian Grand Prix,"12 Aughtie Dr, Albert Park VIC 3206, Australia",Soft,24,Medium,33,,,,,,,,,7,9,5.554 km,21,55,Dry,2015
Sergio Perez,Australian Grand Prix,"12 Aughtie Dr, Albert Park VIC 3206, Australia",Medium,38,Soft,19,,,,,,,,,14,10,5.554 km,21,55,Dry,2015
button,Australian Grand Prix,"12 Aughtie Dr, Albert Park VIC 3206, Australia",Soft,27,Medium,29,,,,,,,,,16,11,5.554 km,21,55,Dry,2015
Kimi Raikkonen,Australian Grand Prix,"12 Aughtie Dr, Albert Park VIC 3206, Australia",Soft,16,Soft,24,Medium,0,,,,,,,5,12,5.554 km,21,55,Dry,2015
Max Verstappen,Australian Grand Prix,"12 Aughtie Dr, Albert Park VIC 3206, Australia",Medium,32,,,,,,,,,,,11,13,5.554 km,21,55,Dry,2015
vettel,Malaysian Grand Prix,"27, 64000 Sepang, Selangor, Malaysia",Medium,17,Medium,20,Hard,19,,,,,,,2,1,5.543 km,15,56,Dry,2015
hamilton,Malaysian Grand Prix,"27, 64000 Sepang, Selangor, Malaysia",Medium,4,Hard,20,Medium,14,Hard,18,,,,,1,2,5.543 km,15,56,Dry,2015
rosberg,Malaysian Grand Prix,"27, 64000 Sepang, Selangor, Malaysia",Medium,4,Hard,22,Hard,15,Medium,15,,,,,3,3,5.543 km,15,56,Dry,2015
Kimi Raikkonen,Malaysian Grand Prix,"27, 64000 Sepang, Selangor, Malaysia",Medium,2,Medium,12,Medium,20,Hard,22,,,,,11,4,5.543 km,15,56,Dry,2015
bottas,Malaysian Grand Prix,"27, 64000 Sepang, Selangor, Malaysia",Medium,4,Medium,21,Medium,15,Hard,16,,,,,8,5,5.543 km,15,56,Dry,2015
massa,Malaysian Grand Prix,"27, 64000 Sepang, Selangor, Malaysia",Medium,4,Medium,20,Medium,14,Hard,18,,,,,7,6,5.543 km,15,56,Dry,2015
Max Verstappen,Malaysian Grand Prix,"27, 64000 Sepang, Selangor, Malaysia",Medium,4,Hard,16,Hard,20,Medium,16,,,,,6,7,5.543 km,15,56,Dry,2015
Carlos Sainz,Malaysian Grand Prix,"27, 64000 Sepang, Selangor, Malaysia",Medium,14,Hard,18,Hard,23,,,,,,,15,8,5.543 km,15,56,Dry,2015
kvyat,Malaysian Grand Prix,"27, 64000 Sepang, Selangor, Malaysia",Medium,4,Medium,17,Hard,18,Hard,16,,,,,5,9,5.543 km,15,56,Dry,2015
ricciardo,Malaysian Grand Prix,"27, 64000 Sepang, Selangor, Malaysia",Medium,4,Medium,14,Hard,16,Hard,21,,,,,4,10,5.543 km,15,56,Dry,2015
grosjean,Malaysian Grand Prix,"27, 64000 Sepang, Selangor, Malaysia",Medium,15,Medium,11,Medium,8,Hard,21,,,,,10,11,5.543 km,15,56,Dry,2015
Felipe Nasr,Malaysian Grand Prix,"27, 64000 Sepang, Selangor, Malaysia",Medium,2,Hard,18,Hard,10,Hard,13,Medium,12,,,16,12,5.543 km,15,56,Dry,2015
Sergio Perez,Malaysian Grand Prix,"27, 64000 Sepang, Selangor, Malaysia",Medium,17,Hard,18,Medium,20,,,,,,,14,13,5.543 km,15,56,Dry,2015
Nico Hulkenberg,Malaysian Grand Prix,"27, 64000 Sepang, Selangor, Malaysia",Medium,15,Medium,16,Hard,13,Hard,11,,,,,13,14,5.543 km,15,56,Dry,2015
Roberto Merhi,Malaysian Grand Prix,"27, 64000 Sepang, Selangor, Malaysia",Medium,5,Hard,17,Medium,20,Medium,11,,,,,19,15,5.543 km,15,56,Dry,2015
maldonado,Malaysian Grand Prix,"27, 64000 Sepang, Selangor, Malaysia",Medium,1,Medium,17,Medium,15,Hard,14,,,,,12,16,5.543 km,15,56,Dry,2015
button,Malaysian Grand Prix,"27, 64000 Sepang, Selangor, Malaysia",Hard,4,Medium,17,Medium,14,Medium,6,,,,,17,17,5.543 km,15,56,Dry,2015
alonso,Malaysian Grand Prix,"27, 64000 Sepang, Selangor, Malaysia",Hard,4,Medium,17,,,,,,,,,18,18,5.543 km,15,56,Dry,2015
ericsson,Malaysian Grand Prix,"27, 64000 Sepang, Selangor, Malaysia",Medium,3,,,,,,,,,,,9,19,5.543 km,15,56,Dry,2015
hamilton,Bahrain Grand Prix,"Gate 255, Gulf of Bahrain Avenue Umm Jidar, Sakhir? 1062, Bahrain",Soft,15,Soft,18,Medium,24,,,,,,,1,1,5.412 km,15,57,Dry,2015
Kimi Raikkonen,Bahrain Grand Prix,"Gate 255, Gulf of Bahrain Avenue Umm Jidar, Sakhir? 1062, Bahrain",Soft,17,Medium,23,Soft,17,,,,,,,4,2,5.412 km,15,57,Dry,2015
rosberg,Bahrain Grand Prix,"Gate 255, Gulf of Bahrain Avenue Umm Jidar, Sakhir? 1062, Bahrain",Soft,14,Soft,20,Medium,23,,,,,,,3,3,5.412 km,15,57,Dry,2015
bottas,Bahrain Grand Prix,"Gate 255, Gulf of Bahrain Avenue Umm Jidar, Sakhir? 1062, Bahrain",Soft,14,Soft,19,Medium,24,,,,,,,5,4,5.412 km,15,57,Dry,2015
vettel,Bahrain Grand Prix,"Gate 255, Gulf of Bahrain Avenue Umm Jidar, Sakhir? 1062, Bahrain",Soft,13,Soft,19,Medium,4,Medium,21,,,,,2,5,5.412 km,15,57,Dry,2015
ricciardo,Bahrain Grand Prix,"Gate 255, Gulf of Bahrain Avenue Umm Jidar, Sakhir? 1062, Bahrain",Soft,14,Soft,21,Medium,22,,,,,,,7,6,5.412 km,15,57,Dry,2015
grosjean,Bahrain Grand Prix,"Gate 255, Gulf of Bahrain Avenue Umm Jidar, Sakhir? 1062, Bahrain",Soft,12,Soft,19,Medium,26,,,,,,,10,7,5.412 km,15,57,Dry,2015
Sergio Perez,Bahrain Grand Prix,"Gate 255, Gulf of Bahrain Avenue Umm Jidar, Sakhir? 1062, Bahrain",Soft,17,Soft,20,Medium,19,,,,,,,11,8,5.412 km,15,57,Dry,2015
kvyat,Bahrain Grand Prix,"Gate 255, Gulf of Bahrain Avenue Umm Jidar, Sakhir? 1062, Bahrain",Soft,15,Soft,19,Medium,22,,,,,,,17,9,5.412 km,15,57,Dry,2015
massa,Bahrain Grand Prix,"Gate 255, Gulf of Bahrain Avenue Umm Jidar, Sakhir? 1062, Bahrain",Soft,10,Soft,14,Medium,32,,,,,,,6,10,5.412 km,15,57,Dry,2015
alonso,Bahrain Grand Prix,"Gate 255, Gulf of Bahrain Avenue Umm Jidar, Sakhir? 1062, Bahrain",Soft,13,Medium,22,Soft,21,,,,,,,14,11,5.412 km,15,57,Dry,2015
Felipe Nasr,Bahrain Grand Prix,"Gate 255, Gulf of Bahrain Avenue Umm Jidar, Sakhir? 1062, Bahrain",Soft,10,Soft,14,Soft,17,Medium,15,,,,,12,12,5.412 km,15,57,Dry,2015
Nico Hulkenberg,Bahrain Grand Prix,"Gate 255, Gulf of Bahrain Avenue Umm Jidar, Sakhir? 1062, Bahrain",Soft,10,Soft,15,Medium,13,Medium,18,,,,,8,13,5.412 km,15,57,Dry,2015
ericsson,Bahrain Grand Prix,"Gate 255, Gulf of Bahrain Avenue Umm Jidar, Sakhir? 1062, Bahrain",Soft,11,Soft,14,Soft,12,Medium,19,,,,,13,14,5.412 km,15,57,Dry,2015
maldonado,Bahrain Grand Prix,"Gate 255, Gulf of Bahrain Avenue Umm Jidar, Sakhir? 1062, Bahrain",Medium,10,Soft,14,Soft,17,Soft,15,,,,,16,15,5.412 km,15,57,Dry,2015
Will Stevens,Bahrain Grand Prix,"Gate 255, Gulf of Bahrain Avenue Umm Jidar, Sakhir? 1062, Bahrain",Soft,19,Soft,14,Medium,22,,,,,,,18,16,5.412 km,15,57,Dry,2015
Roberto Merhi,Bahrain Grand Prix,"Gate 255, Gulf of Bahrain Avenue Umm Jidar, Sakhir? 1062, Bahrain",Soft,18,Soft,16,Medium,20,,,,,,,19,17,5.412 km,15,57,Dry,2015
